4972913.043,518037.207,35.937,0,95
4972913.021,518037.418,35.965,0,131
4972913.013,518037.416,35.966,0,114
4972913.030,518037.190,35.937,0,77
4972913.003,518037.407,35.967,0,118
4972913.044,518037.190,35.934,0,85
4972913.023,518037.427,35.966,0,104
4972913.022,518037.406,35.963,0,77
4972913.048,518037.198,35.935,0,95
4972913.013,518037.420,35.967,0,112
4972913.009,518037.434,35.968,0,71
4972913.044,518037.186,35.935,0,88
4972912.999,518037.415,35.968,0,72
4972913.053,518037.200,35.935,0,81
4972913.012,518037.405,35.965,0,92
4972913.043,518037.199,35.936,0,106
4972913.057,518037.191,35.934,0,101
4972913.025,518037.411,35.963,0,95
4972913.021,518037.410,35.964,0,87
4972913.061,518037.195,35.933,0,103
4972912.992,518037.421,35.969,0,85
4972913.030,518037.195,35.937,0,90
4972913.017,518037.424,35.967,0,134
4972913.034,518037.191,35.937,0,71
4972913.022,518037.436,35.967,0,77
4972913.035,518037.186,35.937,0,93
4972913.039,518037.195,35.936,0,91
4972913.048,518037.182,35.933,0,88
4972913.027,518037.424,35.965,0,114
4972913.058,518037.182,35.933,0,92
4972913.056,518037.200,35.934,0,106
4972913.007,518037.412,35.966,0,95
4972913.048,518037.190,35.934,0,109
4972913.008,518037.405,35.966,0,93
4972913.061,518037.200,35.934,0,106
4972913.052,518037.196,35.934,0,90
4972913.047,518037.194,35.935,0,90
4972913.052,518037.186,35.933,0,100
4972913.027,518037.428,35.966,0,117
4972912.994,518037.432,35.969,0,71
4972913.016,518037.415,35.965,0,98
4972913.004,518037.411,35.968,0,108
4972913.043,518037.205,35.937,0,80
4972913.018,518037.411,35.965,0,134
4972913.060,518037.204,35.933,0,76
4972913.052,518037.191,35.934,0,95
4972913.008,518037.415,35.967,0,111
4972913.020,518037.424,35.966,0,116
4972913.056,518037.204,35.934,0,85
4972912.999,518037.437,35.968,0,71
4972913.018,518037.406,35.964,0,103
4972913.016,518037.420,35.966,0,132
4972913.021,518037.421,35.966,0,113
4972913.039,518037.201,35.937,0,100
4972913.025,518037.434,35.967,0,84
4972913.013,518037.424,35.967,0,72
4972913.029,518037.415,35.963,0,119
4972913.044,518037.195,35.936,0,90
4972913.039,518037.183,35.936,0,107
4972913.061,518037.191,35.933,0,113
4972913.013,518037.411,35.965,0,137
4972913.042,518037.184,35.936,0,106
4972913.045,518037.182,35.934,0,82
4972912.991,518037.414,35.969,0,97
4972913.022,518037.424,35.966,0,106
4972912.995,518037.411,35.968,0,84
4972913.029,518037.424,35.965,0,115
4972913.052,518037.205,35.935,0,88
4972913.053,518037.207,35.936,0,106
4972913.004,518037.420,35.968,0,86
4972913.011,518037.414,35.967,0,129
4972913.043,518037.192,35.936,0,92
4972913.009,518037.403,35.965,0,81
4972913.064,518037.193,35.933,0,111
4972913.060,518037.187,35.933,0,107
4972913.026,518037.407,35.963,0,98
4972913.017,518037.418,35.966,0,122
4972913.031,518037.427,35.964,0,103
4972913.039,518037.185,35.935,0,82
4972913.048,518037.208,35.936,0,103
4972913.047,518037.196,35.936,0,104
4972913.004,518037.416,35.967,0,78
4972913.009,518037.410,35.966,0,99
4972913.035,518037.205,35.938,0,97
4972913.052,518037.183,35.933,0,100
4972913.048,518037.186,35.934,0,83
4972913.016,518037.432,35.968,0,84
4972913.039,518037.191,35.936,0,92
4972913.020,518037.415,35.965,0,95
4972913.005,518037.404,35.966,0,91
4972913.026,518037.437,35.966,0,87
4972913.030,518037.419,35.964,0,121
4972913.043,518037.187,35.936,0,97
4972913.043,518037.213,35.937,0,78
4972913.047,518037.199,35.936,0,110
4972913.043,518037.196,35.935,0,78
4972912.998,518037.425,35.968,0,77
4972912.999,518037.411,35.968,0,103
4972912.999,518037.406,35.967,0,108
4972913.048,518037.212,35.936,0,95
4972913.020,518037.429,35.967,0,80
4972913.026,518037.415,35.964,0,122
4972913.035,518037.195,35.937,0,91
4972913.057,518037.186,35.933,0,119
4972913.040,518037.208,35.937,0,117
4972913.001,518037.403,35.967,0,82
4972913.009,518037.424,35.967,0,108
4972913.017,518037.430,35.967,0,86
4972913.014,518037.419,35.966,0,128
4972913.025,518037.428,35.966,0,83
4972913.053,518037.210,35.934,0,95
4972913.035,518037.200,35.937,0,97
4972913.010,518037.406,35.965,0,103
4972913.034,518037.423,35.964,0,93
4972913.000,518037.441,35.968,0,76
4972913.048,518037.205,35.935,0,83
4972913.008,518037.421,35.967,0,97
4972913.024,518037.426,35.966,0,125
4972913.038,518037.185,35.937,0,103
4972913.003,518037.403,35.966,0,74
4972913.047,518037.204,35.936,0,112
4972913.026,518037.420,35.965,0,123
4972913.057,518037.196,35.933,0,85
