4972913.084,518037.170,35.928,0,111
4972913.060,518037.174,35.932,0,102
4972913.074,518037.169,35.929,0,120
4972913.064,518037.195,35.932,0,76
4972913.064,518037.173,35.932,0,106
4972913.034,518037.415,35.963,0,76
4972913.066,518037.168,35.93,0,98
4972913.031,518037.406,35.963,0,84
4972913.066,518037.188,35.932,0,89
4972913.069,518037.197,35.931,0,79
4972913.032,518037.397,35.961,0,93
4972913.078,518037.169,35.928,0,96
4972913.085,518037.190,35.929,0,116
4972913.090,518037.180,35.927,0,122
4972913.059,518037.403,35.958,0,100
4972913.074,518037.182,35.93,0,131
4972913.079,518037.165,35.928,0,115
4972913.070,518037.192,35.932,0,111
4972913.043,518037.410,35.962,0,112
4972913.047,518037.397,35.96,0,123
4972913.053,518037.416,35.961,0,108
4972913.074,518037.191,35.931,0,105
4972913.039,518037.406,35.962,0,88
4972913.009,518037.410,35.965,0,92
4972913.090,518037.181,35.927,0,107
4972913.046,518037.412,35.962,0,92
4972913.035,518037.428,35.962,0,74
4972913.026,518037.389,35.962,0,88
4972913.044,518037.393,35.96,0,122
4972913.079,518037.178,35.929,0,109
4972913.047,518037.422,35.962,0,75
4972913.070,518037.164,35.929,0,110
4972913.052,518037.395,35.958,0,134
4972913.065,518037.165,35.93,0,91
4972913.065,518037.179,35.931,0,101
4972913.087,518037.182,35.928,0,121
4972913.073,518037.178,35.929,0,96
4972913.044,518037.402,35.961,0,111
4972913.061,518037.169,35.932,0,83
4972913.069,518037.183,35.931,0,106
4972913.074,518037.195,35.93,0,87
4972913.034,518037.423,35.963,0,73
4972913.053,518037.410,35.96,0,95
4972913.071,518037.186,35.931,0,115
4972913.030,518037.441,35.962,0,71
4972913.012,518037.402,35.964,0,92
4972913.026,518037.411,35.963,0,82
4972913.047,518037.393,35.959,0,135
4972913.065,518037.170,35.931,0,115
4972913.074,518037.173,35.929,0,93
4972913.056,518037.398,35.957,0,98
4972913.057,518037.173,35.933,0,75
4972913.030,518037.391,35.962,0,117
4972913.063,518037.166,35.931,0,71
4972913.034,518037.420,35.963,0,72
4972913.079,518037.182,35.929,0,108
4972913.039,518037.410,35.963,0,84
4972913.060,518037.179,35.933,0,116
4972913.048,518037.410,35.961,0,106
4972913.079,518037.196,35.93,0,123
4972913.047,518037.420,35.961,0,75
4972913.048,518037.403,35.96,0,111
4972913.036,518037.405,35.961,0,88
4972913.034,518037.433,35.962,0,82
4972913.074,518037.186,35.93,0,139
4972913.056,518037.411,35.96,0,95
4972913.082,518037.190,35.929,0,96
4972913.035,518037.437,35.961,0,85
4972913.078,518037.186,35.929,0,104
4972913.087,518037.186,35.928,0,103
4972913.040,518037.385,35.96,0,88
4972913.056,518037.402,35.959,0,128
4972913.044,518037.432,35.961,0,76
4972913.059,518037.173,35.931,0,108
4972913.039,518037.388,35.959,0,104
4972913.035,518037.394,35.96,0,102
4972913.030,518037.440,35.962,0,80
4972913.043,518037.389,35.959,0,105
4972913.067,518037.173,35.93,0,131
4972913.081,518037.194,35.929,0,108
4972913.028,518037.389,35.961,0,136
4972913.070,518037.179,35.93,0,106
4972913.069,518037.178,35.931,0,117
4972913.027,518037.437,35.962,0,76
4972913.057,518037.415,35.961,0,110
4972913.075,518037.164,35.929,0,101
4972913.035,518037.397,35.961,0,122
4972913.056,518037.178,35.933,0,73
4972913.048,518037.406,35.961,0,147
4972913.087,518037.178,35.928,0,106
4972913.047,518037.416,35.962,0,74
4972913.064,518037.191,35.932,0,105
4972913.043,518037.397,35.96,0,139
4972913.030,518037.398,35.962,0,93
4972913.041,518037.404,35.962,0,123
4972913.047,518037.390,35.959,0,118
4972913.027,518037.397,35.963,0,92
4972913.082,518037.173,35.928,0,99
4972913.044,518037.406,35.961,0,103
4972913.084,518037.182,35.928,0,125
4972913.082,518037.186,35.929,0,92
4972913.053,518037.396,35.957,0,104
4972913.057,518037.171,35.932,0,72
4972913.034,518037.439,35.962,0,93
4972913.065,518037.182,35.932,0,89
4972913.077,518037.162,35.928,0,79
4972913.053,518037.401,35.959,0,112
4972913.021,518037.416,35.964,0,74
4972913.070,518037.187,35.931,0,110
4972913.029,518037.411,35.963,0,77
4972913.039,518037.432,35.961,0,73
4972913.021,518037.397,35.963,0,88
4972913.031,518037.414,35.963,0,71
4972913.026,518037.393,35.963,0,122
4972913.030,518037.435,35.962,0,82
4972913.034,518037.403,35.962,0,90
4972913.039,518037.393,35.961,0,110
4972913.039,518037.402,35.962,0,111
4972913.061,518037.416,35.96,0,91
4972913.021,518037.393,35.963,0,71
4972913.070,518037.174,35.93,0,104
4972913.029,518037.419,35.963,0,79
4972913.046,518037.419,35.962,0,76
4972913.047,518037.415,35.962,0,95
4972913.074,518037.189,35.931,0,113
4972913.082,518037.178,35.928,0,102
4972913.031,518037.423,35.963,0,72
4972913.082,518037.165,35.927,0,95
4972913.044,518037.407,35.962,0,97
4972913.035,518037.402,35.961,0,71
4972913.052,518037.421,35.961,0,91
4972913.060,518037.181,35.933,0,105
4972913.030,518037.390,35.962,0,117
4972913.079,518037.173,35.929,0,128
4972913.021,518037.433,35.963,0,85
4972913.052,518037.398,35.959,0,114
4972913.051,518037.407,35.96,0,121
4972913.045,518037.428,35.96,0,74
4972913.085,518037.168,35.928,0,119
4972913.061,518037.170,35.931,0,110
4972913.079,518037.191,35.93,0,100
4972913.074,518037.195,35.931,0,107
4972913.043,518037.386,35.958,0,75
4972913.031,518037.437,35.961,0,94
4972913.061,518037.186,35.932,0,75
4972913.056,518037.406,35.96,0,123
4972913.034,518037.397,35.962,0,101
4972913.016,518037.428,35.964,0,82
4972913.031,518037.392,35.961,0,100
4972913.043,518037.415,35.962,0,78
4972913.035,518037.388,35.96,0,83
4972913.009,518037.406,35.964,0,79
4972913.057,518037.419,35.96,0,80
4972913.060,518037.407,35.959,0,114
4972913.061,518037.192,35.932,0,90
4972913.030,518037.390,35.961,0,114
4972913.069,518037.196,35.932,0,79
4972913.071,518037.181,35.93,0,126
4972913.040,518037.397,35.96,0,114
4972913.087,518037.173,35.927,0,113
4972913.065,518037.181,35.931,0,101
4972913.072,518037.184,35.931,0,101
4972913.021,518037.402,35.963,0,75
4972913.061,518037.411,35.959,0,89
4972913.050,518037.415,35.962,0,74
4972913.034,518037.407,35.963,0,71
4972913.074,518037.192,35.931,0,107
4972913.058,518037.187,35.933,0,96
4972913.031,518037.384,35.961,0,88
4972913.038,518037.402,35.962,0,105
4972913.065,518037.178,35.931,0,90
4972913.070,518037.168,35.93,0,98
4972913.084,518037.170,35.928,0,111
4972913.060,518037.174,35.932,0,102
4972913.074,518037.169,35.929,0,120
4972913.064,518037.195,35.932,0,76
4972913.064,518037.173,35.932,0,106
4972913.034,518037.415,35.963,0,76
4972913.066,518037.168,35.93,0,98
4972913.031,518037.406,35.963,0,84
4972913.066,518037.188,35.932,0,89
4972913.069,518037.197,35.931,0,79
4972913.032,518037.397,35.961,0,93
4972913.078,518037.169,35.928,0,96
4972913.085,518037.190,35.929,0,116
4972913.090,518037.180,35.927,0,122
4972913.059,518037.403,35.958,0,100
4972913.074,518037.182,35.93,0,131
4972913.079,518037.165,35.928,0,115
4972913.070,518037.192,35.932,0,111
4972913.043,518037.410,35.962,0,112
4972913.047,518037.397,35.96,0,123
4972913.053,518037.416,35.961,0,108
4972913.074,518037.191,35.931,0,105
4972913.039,518037.406,35.962,0,88
4972913.009,518037.410,35.965,0,92
4972913.090,518037.181,35.927,0,107
4972913.046,518037.412,35.962,0,92
4972913.035,518037.428,35.962,0,74
4972913.026,518037.389,35.962,0,88
4972913.044,518037.393,35.96,0,122
4972913.079,518037.178,35.929,0,109
4972913.047,518037.422,35.962,0,75
4972913.070,518037.164,35.929,0,110
4972913.052,518037.395,35.958,0,134
4972913.065,518037.165,35.93,0,91
4972913.065,518037.179,35.931,0,101
4972913.087,518037.182,35.928,0,121
4972913.073,518037.178,35.929,0,96
4972913.044,518037.402,35.961,0,111
4972913.061,518037.169,35.932,0,83
4972913.069,518037.183,35.931,0,106
4972913.074,518037.195,35.93,0,87
4972913.034,518037.423,35.963,0,73
4972913.053,518037.410,35.96,0,95
4972913.071,518037.186,35.931,0,115
4972913.030,518037.441,35.962,0,71
4972913.012,518037.402,35.964,0,92
4972913.026,518037.411,35.963,0,82
4972913.047,518037.393,35.959,0,135
4972913.065,518037.170,35.931,0,115
4972913.074,518037.173,35.929,0,93
4972913.056,518037.398,35.957,0,98
4972913.057,518037.173,35.933,0,75
4972913.030,518037.391,35.962,0,117
4972913.063,518037.166,35.931,0,71
4972913.034,518037.420,35.963,0,72
4972913.079,518037.182,35.929,0,108
4972913.039,518037.410,35.963,0,84
4972913.060,518037.179,35.933,0,116
4972913.048,518037.410,35.961,0,106
4972913.079,518037.196,35.93,0,123
4972913.047,518037.420,35.961,0,75
4972913.048,518037.403,35.96,0,111
4972913.036,518037.405,35.961,0,88
4972913.034,518037.433,35.962,0,82
4972913.074,518037.186,35.93,0,139
4972913.056,518037.411,35.96,0,95
4972913.082,518037.190,35.929,0,96
4972913.035,518037.437,35.961,0,85
4972913.078,518037.186,35.929,0,104
